StandardGSGP,864da26f-2f12-11f0-abb9-d2a50f390548,sustavianfeed,1111,0,18.969419479370117,0.14619135856628418,5786.0,17.259502410888672,7,tensor(3395.6235),536.48096,2
StandardGSGP,864da26f-2f12-11f0-abb9-d2a50f390548,sustavianfeed,1111,1,18.6245174407959,0.5645978450775146,26624.0,17.259502410888672,33,tensor(153.8495),12.752875,2
StandardGSGP,864da26f-2f12-11f0-abb9-d2a50f390548,sustavianfeed,1111,2,18.61805534362793,0.6635887622833252,59290.0,17.227659225463867,65,tensor(7.0219),0.28827798,2
StandardGSGP,864da26f-2f12-11f0-abb9-d2a50f390548,sustavianfeed,1111,3,18.130847930908203,0.7197532653808594,133416.0,16.738357543945312,79,tensor(7.1247),0.060501635,2
StandardGSGP,864da26f-2f12-11f0-abb9-d2a50f390548,sustavianfeed,1111,4,17.86412811279297,0.8176965713500977,159788.0,16.36451530456543,81,tensor(5.9533),0.12764584,2
StandardGSGP,864da26f-2f12-11f0-abb9-d2a50f390548,sustavianfeed,1111,5,17.499258041381836,0.6561660766601562,290284.0,16.076433181762695,179,tensor(1.9169),0.08056103,2
StandardGSGP,864da26f-2f12-11f0-abb9-d2a50f390548,sustavianfeed,1111,6,17.28972053527832,0.7276713848114014,379784.0,15.856406211853027,185,tensor(4.8067),0.11963113,2
StandardGSGP,864da26f-2f12-11f0-abb9-d2a50f390548,sustavianfeed,1111,7,16.98697853088379,0.712599515914917,503104.0,15.538116455078125,193,tensor(4.4401),0.076999865,2
StandardGSGP,864da26f-2f12-11f0-abb9-d2a50f390548,sustavianfeed,1111,8,16.71786117553711,0.6248970031738281,626720.0,15.254700660705566,199,tensor(2.2439),0.093700625,2
StandardGSGP,864da26f-2f12-11f0-abb9-d2a50f390548,sustavianfeed,1111,9,16.36832618713379,0.6357271671295166,773412.0,14.876998901367188,205,tensor(2.6662),0.084482014,2
StandardGSGP,864da26f-2f12-11f0-abb9-d2a50f390548,sustavianfeed,1111,10,15.988086700439453,0.9368431568145752,910530.0,14.475893020629883,211,tensor(2.1559),0.106656894,2
